Cod_Cliente,COM,ED,SX,NIV_EDUC,RENTA,E_CIVIL,VIG,TRX_T,TRX_T-1,TRX_T-2,SALDO_T,SALDO_T-1,SALDO_T-2,SALDO_T-3,SALDO_T-4,SALDO_T-5,CERRO
821,193,35.6,M       ,UNV     ,973,CAS     ,15,6,35,23,846358.19,558143.4,740096.5,875847.0,2006725.24,0.0,1
822,213,34.9,F       ,UNV     ,810,CAS     ,48,12,23,29,179694.24,-902.75,16097.67,20322.33,-34525.71,0.0,1
823,98,35.8,M       ,UNV     ,549,CAS     ,45,14,12,11,18391.52,130654.2,61781.24,-51471.24,140134.29,2765381.43,1
824,70,34.1,M       ,MED     ,780,CAS     ,102,59,33,73,67267.95,136894.2,-141650.0,80594.76,930236.19,728211.74,0
825,31,36.3,F       ,UNV     ,670,CAS     ,37,18,8,8,0.0,0.0,0.0,0.0,0.0,0.0,1
826,85,36.8,F       ,UNV     ,1400,SEP     ,26,2,7,14,118580.0,30314.0,8379.0,16062.0,348781.91,0.0,1
827,91,34.1,M       ,MED     ,500,CAS     ,24,19,28,23,543.43,20609.5,-6892.2,12336.38,-5873.33,-102725.71,1
828,91,37.0,F       ,TEC     ,500,CAS     ,12,35,165,158,56926.86,389658.6,122777.62,37314.95,1256185.71,170578.1,1
829,193,36.8,M       ,MED     ,420,CAS     ,21,13,12,14,412415.4,935425.2,811113.71,1562270.48,732840.95,1886086.96,0
830,284,34.6,M       ,MED     ,1018,SEP     ,34,33,20,64,1025401.35,1628235.15,1344154.86,4906463.81,458561.43,1577280.44,0
831,89,34.1,M       ,TEC     ,900,CAS     ,76,74,77,84,879817.05,655959.57,1105101.29,2468227.62,1342791.91,1240513.91,0
832,61,36.9,M       ,UNV     ,575,CAS     ,79,54,83,81,269518.35,188881.29,470671.86,633146.19,1211216.67,2104603.91,0
833,227,33.7,M       ,TEC     ,410,CAS     ,45,48,65,60,46956.0,93745.5,115197.5,190181.05,854223.33,159408.57,1
834,85,35.3,M       ,UNV     ,716,SOL     ,45,32,30,39,2775540.75,2535534.6,2117223.57,3583246.67,3832448.1,3731303.48,0
835,67,33.8,F       ,TEC     ,400,SEP     ,7,42,18,19,700676.19,359918.6,1453802.0,1049105.52,1827208.57,0.0,1
836,226,33.1,M       ,MED     ,405,CAS     ,29,16,10,11,5213.0,-1952.65,-865.3,2311.29,285837.62,0.0,1
837,95,33.0,F       ,UNV     ,640,SOL     ,10,45,65,61,779478.15,703450.29,1027211.14,1387962.33,2522831.33,1188742.43,0
838,70,37.1,M       ,TEC     ,642,CAS     ,49,43,25,17,5535.6,247500.0,156958.86,240476.19,182402.38,297682.17,0
839,91,36.7,M       ,UNV     ,600,SOL     ,106,70,75,62,928750.65,14063.55,187911.86,693860.0,540962.38,330534.35,0
840,105,36.9,M       ,TEC     ,661,CAS     ,20,5,9,8,60783.0,85351.4,57186.57,26482.43,1323013.33,0.0,1
841,122,35.6,F       ,UNV     ,950,CAS     ,3,36,63,51,0.0,0.0,0.0,0.0,1191150.67,0.0,1
842,92,34.7,M       ,UNV     ,2500,CAS     ,80,28,24,53,189451.81,187377.8,180056.19,343245.9,428571.43,428238.1,1
843,93,37.4,M       ,MED     ,423,CAS     ,22,31,50,32,1559325.6,1531887.15,1467692.14,4666490.0,1844933.33,1049024.35,0
844,103,67.1,M       ,MED     ,650,SEP     ,223,1,6,20,2734579.8,2490991.57,8143523.43,18800685.71,5995140.0,3590657.39,0
845,16,36.3,M       ,UNV     ,620,SOL     ,55,12,8,25,368096.95,370077.75,295098.5,98604.19,1431313.81,0.0,1
846,119,31.6,F       ,MED     ,350,SOL     ,41,49,49,46,325820.1,87446.0,542892.71,485044.76,733410.0,635770.87,0
847,182,34.7,M       ,UNV     ,467,CAS     ,34,12,29,55,607778.24,901264.8,773397.8,284365.76,2676230.48,0.0,1
848,253,32.4,M       ,UNV     ,1300,CAS     ,25,11,12,13,131.19,-10033.85,101010.6,3.24,8308.1,0.0,1
849,100,35.9,M       ,TEC     ,815,SOL     ,6,5,11,39,242560.0,56289.3,884302.71,255144.86,127508.14,20533.96,0
850,118,33.1,M       ,MED     ,400,SOL     ,28,46,56,59,82304.67,30192.35,42388.19,64444.1,682953.33,0.0,1
851,326,35.1,M       ,TEC     ,330,CAS     ,43,5,5,7,28523.14,12632.1,17776.95,5801.0,9925.71,0.0,1
852,182,33.7,M       ,UNV     ,840,CAS     ,44,95,59,116,563640.9,949081.71,625334.71,2894838.57,2235249.05,1573475.65,0
853,99,35.0,F       ,UNV     ,547,SOL     ,10,43,19,65,130672.14,107610.1,13709.25,84699.43,224696.0,0.0,1
854,5,32.1,F       ,MED     ,480,CAS     ,49,20,19,21,34817.86,56505.35,299034.81,219409.76,0.0,0.0,1
855,20,34.9,M       ,TEC     ,500,CAS     ,57,2,4,21,9482319.24,9110465.4,6215089.9,3691280.38,10548340.0,10547020.0,1
856,108,32.9,F       ,TEC     ,414,SOL     ,36,24,7,21,194372.85,232189.43,185652.0,735593.33,122027.62,759294.78,0
857,115,35.7,M       ,UNV     ,323,CAS     ,55,36,24,67,185621.9,690444.0,76109.33,163652.19,171373.81,804218.1,1
858,98,35.7,M       ,TEC     ,438,SOL     ,43,84,73,161,1005803.25,2395637.43,1286682.71,13836797.62,3299495.24,970215.65,0
859,105,35.0,M       ,UNV     ,620,CAS     ,41,52,39,56,181279.81,15159.6,67228.57,154733.24,106656.67,325351.43,1
860,108,34.7,M       ,MED     ,404,CAS     ,47,53,56,61,262444.38,208419.8,155532.1,175468.95,218771.91,297555.71,1
861,291,32.7,M       ,UNV     ,833,CAS     ,60,71,50,52,3360835.8,3977761.95,3317575.43,15633269.52,23440317.14,14197805.22,0
862,314,33.4,F       ,MED     ,794,CAS     ,33,72,70,29,2076208.8,7642029.71,8893084.0,18023080.0,8834661.33,9150358.61,0
863,291,30.9,M       ,UNV     ,900,CAS     ,34,30,19,26,16216.48,5432.4,17502.25,29437.71,495538.57,0.0,1
864,164,37.1,M       ,UNV     ,1015,CAS     ,9,22,18,8,61185.3,155703.6,0.0,436763.71,189899.71,1613272.17,0
865,105,34.2,M       ,TEC     ,600,SOL     ,55,106,91,74,2787795.0,2411848.43,4434255.57,12575627.62,4893138.1,5926056.96,0
866,13,35.0,M       ,MED     ,520,CAS     ,36,40,24,26,355921.2,229728.3,242787.86,986321.43,695470.48,2452230.87,0
867,115,34.0,F       ,UNV     ,400,CAS     ,103,41,40,39,38958.19,6705.9,33863.25,157860.33,3513052.86,0.0,1
868,80,35.6,F       ,TEC     ,401,CAS     ,27,6,14,17,382488.24,112981.75,39105.29,40295.24,535415.71,0.0,1
869,105,35.2,M       ,MED     ,426,CAS     ,35,15,7,6,1507.8,-4894.57,22126.29,29944.76,-55818.1,72095.65,0
870,131,35.6,M       ,TEC     ,550,CAS     ,6,18,22,19,35518.33,18399.43,71074.57,33092.86,296.43,10049.09,0
871,303,35.7,M       ,MED     ,499,CAS     ,35,37,44,30,5268931.5,10778789.57,5750771.29,7255185.71,3053595.24,8521195.22,0
872,131,36.3,M       ,TEC     ,600,SOL     ,51,21,20,15,78634.52,0.0,14775.9,101378.48,55308.1,0.0,1
873,510,35.4,M       ,UNV     ,600,SOL     ,61,29,21,34,308536.1,1321453.4,765772.95,1083906.38,4504692.86,7068585.71,1
874,115,35.1,M       ,UNV     ,800,CAS     ,57,1,9,22,8248.24,0.0,0.0,4325.9,68442.38,0.0,1
875,82,36.1,F       ,TEC     ,500,SOL     ,102,61,47,20,663209.7,506301.45,422037.43,3431995.24,190267.62,2084072.17,0
876,504,33.6,M       ,TEC     ,394,CAS     ,4,50,35,28,0.0,0.0,0.0,94040.29,81027.95,13033.65,0
877,149,32.3,M       ,TEC     ,400,SOL     ,30,11,14,14,103475.7,65619.0,180389.71,822515.24,757233.33,1448206.09,0
878,193,33.3,M       ,MED     ,450,SOL     ,69,24,30,32,452615.9,583775.3,734066.0,725280.05,6473828.57,0.0,1
879,91,35.7,F       ,TEC     ,325,SOL     ,24,13,18,26,82884.45,9308.86,33951.86,286130.95,438506.19,143625.22,0
880,16,36.9,F       ,TEC     ,400,SOL     ,27,9,7,5,-22314.6,-38515.71,-2031.43,-127027.62,-102130.48,-13250.87,0
881,67,36.9,F       ,TEC     ,415,CAS     ,25,120,45,71,341908.05,375848.86,698374.43,405016.19,267757.62,340206.52,0
882,85,35.4,F       ,MED     ,350,CAS     ,138,25,32,15,636760.2,249937.2,225584.0,2173520.0,2802962.86,1203505.22,0
883,85,32.6,M       ,UNV     ,690,CAS     ,32,4,10,5,0.0,0.0,40000.0,0.0,0.0,0.0,1
884,82,37.3,M       ,TEC     ,409,CAS     ,31,152,132,65,8574039.0,5613040.8,5075784.0,16847936.0,17752987.43,7510533.56,0
885,280,33.6,M       ,BAS     ,450,SEP     ,9,29,34,28,996851.7,5407694.1,3263608.29,3376696.0,6733267.14,7280652.26,0
886,22,33.4,M       ,UNV     ,728,CAS     ,35,53,101,46,31308.62,21590.95,20093.5,12003.95,93414.29,0.0,1
887,82,36.6,F       ,TEC     ,295,SOL     ,26,0,0,18,15709.14,28873.8,9093.52,21319.43,0.0,0.0,1
888,13,35.7,M       ,TEC     ,580,CAS     ,40,12,15,11,0.0,45621.6,49904.29,90855.24,38095.24,0.0,0
889,131,34.8,M       ,UNV     ,400,CAS     ,56,9,10,6,-42359.25,-9338.71,22269.29,-99187.62,-11041.43,-52786.96,0
890,204,33.4,M       ,UNV     ,528,CAS     ,4,5,4,3,0.0,0.0,1471.27,309.05,0.0,0.0,1
891,107,30.3,M       ,MED     ,330,CAS     ,19,76,88,174,267730.33,281295.3,106350.6,128138.71,619769.05,0.0,1
892,80,34.9,M       ,UNV     ,900,CAS     ,35,24,9,8,173908.1,12771.5,1169.2,0.0,0.0,0.0,1
893,90,26.4,M       ,TEC     ,666,SOL     ,22,10,9,18,-1859.0,0.0,-2965.0,-2993.29,0.0,0.0,1
894,226,34.6,M       ,UNV     ,1272,CAS     ,35,92,140,152,1101033.6,377627.85,656153.43,16245.71,1381604.29,2293046.52,0
895,93,37.2,F       ,TEC     ,482,SEP     ,21,97,84,160,241052.19,128352.0,43020.48,362457.24,894974.76,130485.24,1
896,16,35.4,M       ,MED     ,491,CAS     ,58,9,6,28,269997.52,304996.0,2832086.5,328219.33,56283.33,29837.62,1
897,316,33.6,M       ,TEC     ,600,CAS     ,9,85,74,50,-300702.45,-48237.6,37541.57,1678015.43,1575017.71,1235417.74,0
898,301,34.1,F       ,UNV     ,730,CAS     ,17,17,21,39,787187.38,781165.5,3488345.5,298538.0,3656258.1,0.0,1
899,93,36.2,F       ,TEC     ,410,SOL     ,17,1,0,1,-319.14,-142.0,-10549.6,287.05,540.0,540.0,1
900,109,35.3,M       ,MED     ,330,SEP     ,28,16,14,16,16546.95,13245.3,66498.43,7127.14,219561.91,73359.13,0
901,110,35.3,M       ,TEC     ,664,CAS     ,71,47,32,40,247256.55,190900.35,160015.86,1326862.86,570551.43,568651.3,0
902,80,32.2,F       ,TEC     ,700,SEP     ,9,5,9,6,34450.0,76762.25,1101.14,1084.0,3252.0,0.0,1
903,227,31.4,M       ,MED     ,311,SOL     ,22,7,23,25,142401.9,170705.4,112780.95,974086.19,1854850.0,0.0,1
904,80,33.4,M       ,UNV     ,1161,CAS     ,47,30,15,20,7782.9,12767.71,176901.29,0.0,0.0,-34792.61,0
905,88,35.3,M       ,UNV     ,700,SOL     ,104,6,5,13,228149.1,5246.0,5246.0,5048.0,994106.19,0.0,1
906,93,36.4,F       ,TEC     ,441,CAS     ,55,56,57,68,32786.1,67093.9,55230.29,202343.52,420196.19,3423638.1,1
907,89,32.2,M       ,UNV     ,426,SOL     ,42,25,23,36,229032.0,107480.0,441129.43,813755.24,696140.95,591880.87,0
908,291,34.9,F       ,TEC     ,729,SOL     ,45,31,48,55,169193.0,143125.85,370685.5,251401.05,1161050.0,0.0,1
909,90,29.0,F       ,UNV     ,700,CAS     ,36,2,7,10,174711.52,110944.55,13770.65,45978.76,563690.0,0.0,1
910,131,32.9,F       ,UNV     ,601,CAS     ,43,22,8,12,0.0,0.0,0.0,0.0,0.0,71932.86,1
911,226,32.2,M       ,MED     ,1000,SOL     ,32,49,48,22,71785.95,1090.6,40291.43,3212.67,454515.71,0.0,1
912,49,35.6,M       ,TEC     ,456,CAS     ,15,21,22,27,57820.05,53626.05,369125.29,218168.1,234761.43,37534.35,0
913,98,35.0,M       ,UNV     ,1850,CAS     ,11,59,41,15,46566.29,800.0,4761.9,0.0,2338245.43,441814.29,1
914,74,33.8,F       ,TEC     ,720,SOL     ,28,55,48,55,966583.65,109785.29,309930.43,2777207.14,1489999.52,1958463.48,0
915,89,32.6,F       ,UNV     ,680,CAS     ,31,23,14,16,284002.05,7339.4,123753.05,53604.52,-49820.48,0.0,1
916,105,35.4,M       ,TEC     ,1221,CAS     ,25,76,39,69,184224.45,216367.8,952954.0,7607431.43,8798385.71,5045070.87,0
917,89,25.6,F       ,UNV     ,346,SOL     ,35,4,4,5,18032.0,1375.6,0.0,0.0,0.0,0.0,1
918,5,32.7,M       ,TEC     ,470,CAS     ,40,158,144,179,1150671.0,520917.3,600677.43,4553909.52,1402626.67,2095932.61,0
919,16,31.8,M       ,UNV     ,748,SOL     ,89,38,20,61,1025773.35,1089489.15,4679584.43,8793189.52,6180040.95,3093237.83,0
920,131,35.9,M       ,TEC     ,310,SOL     ,18,37,20,43,275761.35,179959.0,578747.43,1934653.33,393056.67,1114460.44,0
921,108,34.3,M       ,TEC     ,332,CAS     ,24,1,1,7,1881369.75,1877491.71,1943232.43,5984182.86,5328737.14,5315876.96,0
922,151,49.4,M       ,TEC     ,650,CAS     ,52,154,102,62,5743627.8,8775325.2,9839176.57,19886569.52,52820110.48,90356760.0,0
923,84,35.1,F       ,TEC     ,492,CAS     ,26,46,43,45,21403.2,31932.29,53375.0,487156.19,298046.67,8695.65,0
924,105,35.4,M       ,TEC     ,700,CAS     ,46,27,8,25,14117.62,110445.1,291662.5,220132.48,221490.95,1156791.43,1
925,16,34.1,F       ,UNV     ,600,SOL     ,23,49,47,57,546318.3,2370105.9,3744183.71,4491597.62,2714523.81,2629791.74,0
926,291,31.2,M       ,TEC     ,500,CAS     ,55,10,12,14,34569.86,0.0,0.0,60897.1,151428.57,0.0,1
927,502,33.6,F       ,UNV     ,600,CAS     ,16,40,30,34,303761.55,212932.5,295603.43,567997.14,751823.81,549531.74,0
928,119,33.8,M       ,TEC     ,520,CAS     ,31,241,108,171,95852.7,92287.57,168499.29,4799613.33,2528025.71,826244.35,0
929,67,29.7,F       ,TEC     ,322,SOL     ,69,50,34,42,124202.85,20478.6,159757.86,1153992.86,459105.71,2420905.65,0
930,98,33.2,M       ,TEC     ,1200,CAS     ,18,15,11,23,2202988.0,1914566.9,1948120.5,2123694.19,9375255.24,8801038.1,1
931,227,33.6,F       ,TEC     ,385,SEP     ,35,29,55,42,-16639.35,-26353.35,-183948.43,13660.0,28581.43,127303.48,0
932,89,33.3,M       ,UNV     ,1200,CAS     ,103,114,110,120,414413.14,503212.85,469473.1,250819.9,7035456.19,0.0,1
933,164,29.8,M       ,TEC     ,855,SOL     ,32,15,18,22,232008.57,253634.0,64568.8,15813.62,0.0,0.0,1
934,291,33.9,F       ,TEC     ,356,CAS     ,53,23,34,43,103690.76,65937.05,16700.1,31085.33,19127.62,0.0,1
935,193,32.3,M       ,TEC     ,550,CAS     ,69,21,40,42,238787.9,104007.2,219323.5,604105.52,758841.91,-64483.81,1
936,98,29.8,M       ,TEC     ,401,CAS     ,45,7,14,15,35664.75,3976.35,21514.86,13386.67,145435.71,8839.13,0
937,115,33.3,M       ,TEC     ,467,CAS     ,3,9,6,9,0.0,0.0,0.0,0.0,0.0,0.0,1
938,101,31.8,F       ,TEC     ,455,VIU     ,43,2,10,12,7222.81,-1991.0,14018.14,6235.29,86486.19,0.0,1
939,164,33.4,M       ,TEC     ,700,SOL     ,73,13,104,62,47566.38,-23330.05,-428.9,-3948.1,-42360.95,0.0,1
940,314,34.7,M       ,UNV     ,1600,CAS     ,38,7,7,8,9656.48,64816.9,0.0,0.0,0.0,0.0,1
941,88,30.9,M       ,MED     ,1203,CAS     ,7,26,56,40,38123.52,519900.0,42198.95,111012.95,312948.57,535752.62,1
942,88,31.1,F       ,UNV     ,410,SEP     ,44,51,44,59,15348.43,26458.7,9843.71,37955.43,443609.52,0.0,1
943,105,31.2,M       ,TEC     ,630,CAS     ,25,16,10,17,7783.33,-4151.05,-1788.35,834.76,9511.43,0.0,1
944,88,30.0,M       ,UNV     ,1170,CAS     ,60,6,10,41,617519.71,960033.35,627115.15,628249.76,2541306.19,0.0,1
945,93,28.0,F       ,TEC     ,350,CAS     ,21,20,64,26,1198272.76,2351335.0,2007519.24,153480.86,649187.62,31496.19,1
946,62,33.0,M       ,TEC     ,401,SOL     ,3,4,4,0,0.0,0.0,0.0,0.0,25714.29,-3820.14,1
947,226,32.2,F       ,UNV     ,700,CAS     ,49,2,0,2,136984.52,56203.5,35454.2,5038.43,50210.0,0.0,1
948,85,30.4,M       ,UNV     ,873,SOL     ,7,14,13,25,15109.95,119787.0,14508.86,1579416.0,1070776.38,2483.3,0
949,131,30.4,F       ,UNV     ,450,SOL     ,45,36,30,28,47541.3,70400.0,48087.43,151210.0,114648.57,842443.48,0
950,5,35.9,F       ,TEC     ,502,CAS     ,21,35,26,21,269820.0,129623.86,69965.86,388809.52,0.0,36826.09,0
951,5,33.2,M       ,UNV     ,2700,CAS     ,37,129,166,189,184901.38,178411.8,671620.1,419280.19,1957292.86,0.0,1
952,90,28.1,F       ,UNV     ,358,CAS     ,44,57,64,101,27268.1,24192.45,14921.52,137199.95,2860991.43,0.0,1
953,292,34.3,F       ,TEC     ,490,CAS     ,47,6,10,10,-942.57,-11792.1,-4059.24,-16312.76,-167979.52,-122691.91,1
954,5,30.8,M       ,UNV     ,700,CAS     ,24,80,34,49,51398.48,34894.6,69923.81,58484.1,1915781.91,1470695.71,1
955,93,32.4,M       ,UNV     ,500,CAS     ,56,50,48,50,237869.9,127003.6,436626.0,502704.0,1956062.86,0.0,1
956,84,32.1,F       ,UNV     ,453,CAS     ,5,32,57,23,0.0,0.0,95892.57,0.0,938443.81,119705.48,0
957,253,33.2,M       ,UNV     ,450,SOL     ,49,10,8,19,7319.48,33583.15,14255.62,28435.24,80385.71,0.0,1
958,284,30.6,M       ,UNV     ,750,CAS     ,64,9,12,43,210459.9,296296.5,283730.67,-2509.9,0.0,0.0,1
959,66,33.2,F       ,MED     ,410,SOL     ,43,28,35,48,390972.9,383832.3,518522.43,5492719.05,6524860.48,3890025.65,0
960,88,23.6,F       ,UNV     ,1100,CAS     ,37,102,60,150,131549.85,77376.75,128165.0,438876.67,1026443.81,841137.39,0
961,85,33.0,M       ,UNV     ,400,CAS     ,31,9,7,22,238978.48,106873.7,0.0,13876.76,0.0,0.0,1
962,291,30.4,M       ,UNV     ,500,CAS     ,37,17,10,12,95491.05,632.05,-1266.1,1531.1,-1451.43,0.0,1
963,91,33.2,M       ,TEC     ,631,CAS     ,7,29,44,57,503497.48,428307.7,289703.05,80347.62,224113.33,0.0,1
964,99,30.3,M       ,TEC     ,393,CAS     ,17,11,7,12,0.0,0.0,0.0,0.0,0.0,0.0,1
965,138,34.0,M       ,TEC     ,350,SOL     ,63,21,31,69,428320.05,138070.29,241589.14,1182470.0,0.0,0.0,0
966,89,29.4,M       ,UNV     ,378,SOL     ,39,110,36,34,-22744.95,38347.5,-42657.86,-12216.67,71675.71,1923753.91,0
967,510,33.2,M       ,MED     ,300,CAS     ,72,36,44,53,258349.52,67880.2,101817.2,60323.24,417028.1,658227.14,1
968,80,34.2,M       ,UNV     ,2043,SOL     ,71,22,38,28,1961570.9,2657209.0,2878921.05,1748248.62,13951947.14,0.0,1
969,93,33.1,M       ,UNV     ,300,SOL     ,75,5,9,7,0.0,0.0,0.0,0.0,0.0,0.0,1
970,105,29.3,M       ,UNV     ,454,SOL     ,35,37,8,56,4061.0,4061.0,1624.4,30823.19,58938.1,0.0,1
971,182,33.7,M       ,UNV     ,350,SOL     ,10,10,11,6,0.0,0.0,0.0,0.0,0.0,0.0,1
972,88,34.4,M       ,UNV     ,300,CAS     ,33,18,13,12,1156140.45,1244009.85,1255501.86,4205007.14,4180226.19,4472388.7,0
973,131,31.9,M       ,UNV     ,1130,SOL     ,10,58,68,76,270282.57,57428.5,74380.95,123944.1,98580.57,549555.43,1
974,67,30.8,F       ,UNV     ,550,CAS     ,59,57,67,55,344123.1,105076.5,396463.57,1993482.38,326861.91,937108.7,0
975,316,35.3,M       ,MED     ,1000,CAS     ,64,17,105,79,4573933.2,5829004.2,6425152.43,56365914.76,51003214.76,5710491.74,0
976,105,32.0,M       ,TEC     ,600,CAS     ,52,11,21,15,-5088.57,-2479.7,4510.9,0.0,95238.1,0.0,1
977,119,32.1,M       ,TEC     ,476,SOL     ,3,16,5,8,0.0,0.0,0.0,1768.33,0.0,0.0,1
978,105,31.8,M       ,TEC     ,480,CAS     ,50,21,23,29,142486.24,55616.35,41837.65,30964.48,203045.71,0.0,1
979,226,32.3,F       ,TEC     ,335,SOL     ,43,11,43,118,111753.1,80988.1,94565.3,89381.76,-60478.57,0.0,1
980,101,33.8,M       ,TEC     ,295,SOL     ,4,10,11,12,0.0,0.0,0.0,0.0,1549644.95,0.0,1
981,148,33.3,M       ,MED     ,300,CAS     ,90,9,5,3,31059.43,0.0,0.0,0.0,1395737.14,0.0,1
982,80,31.8,F       ,UNV     ,438,SOL     ,11,15,12,18,72437.81,34425.6,30827.24,23963.62,271566.0,0.0,1
983,89,27.3,F       ,TEC     ,424,CAS     ,25,33,43,61,336290.25,246670.35,285396.14,1246223.33,2795707.62,1386240.87,0
984,81,32.7,M       ,UNV     ,460,CAS     ,38,2,5,21,269962.24,20600.0,0.0,-1679.14,-4522.86,0.0,1
985,88,29.4,M       ,UNV     ,500,SOL     ,16,36,29,47,569592.95,1118262.9,1653939.7,1947886.19,8981879.05,13502878.1,1
986,106,33.1,M       ,TEC     ,585,SOL     ,36,99,98,131,11756.86,43213.3,84381.2,123870.19,5150546.67,9993840.95,1
987,106,30.6,M       ,TEC     ,629,CAS     ,67,37,48,45,641759.55,596194.8,550286.43,1979803.81,1343382.86,772782.17,0
988,80,34.0,M       ,UNV     ,620,SOL     ,37,11,3,5,21.48,0.0,0.0,0.0,0.0,0.0,1
989,326,31.8,F       ,UNV     ,295,SOL     ,48,21,30,21,398210.4,262755.15,339353.14,830057.14,944935.71,2575551.3,0
990,300,32.3,M       ,UNV     ,404,CAS     ,32,71,72,56,350701.05,209800.05,195798.29,665342.86,1893516.67,2716314.35,0
991,71,33.8,M       ,TEC     ,450,CAS     ,11,12,7,13,46718.19,21384.8,19612.24,69947.19,334154.14,0.0,1
992,272,28.9,F       ,EUN     ,350,SOL     ,6,24,22,42,655118.0,265115.6,257119.5,293652.95,704394.48,644081.71,1
993,291,27.0,M       ,TEC     ,700,SOL     ,28,17,26,11,12581.95,6080.9,7225.05,-1221.05,1509602.86,0.0,1
994,90,32.2,M       ,TEC     ,315,SOL     ,51,41,39,40,1004373.0,575377.2,809090.57,2922180.95,2685570.0,2939214.35,0
995,111,33.9,M       ,TEC     ,442,SOL     ,26,49,38,40,85156.8,35987.57,576598.14,1280433.81,294768.57,803800.44,0
996,80,34.3,M       ,UNV     ,400,SOL     ,56,25,29,46,110972.7,1000931.14,969691.57,2158843.81,1365033.33,1229509.57,0
997,25,33.3,M       ,MED     ,400,SOL     ,122,10,7,3,9369.57,8305.75,9511.14,10402.57,149606.67,0.0,1
998,5,28.0,M       ,EUN     ,605,SOL     ,25,13,17,14,98875.5,637801.71,314681.57,3091.91,23751.91,43817.83,0
999,223,28.8,F       ,UNV     ,500,SOL     ,49,19,27,19,21566.48,355167.2,641559.5,924205.9,5220004.76,2025489.52,1
1000,300,32.6,F       ,MED     ,433,CAS     ,45,60,32,54,46125.19,45227.75,8472.65,18006.38,1193034.76,0.0,1
1001,89,33.3,F       ,EUN     ,735,CAS     ,39,105,57,22,8452.62,12364.85,6049.75,13682.86,22057.14,0.0,1
1002,80,26.1,M       ,UNV     ,500,SOL     ,13,13,10,13,480798.57,53336.8,174816.4,170951.05,148918.1,0.0,1
1003,88,34.3,M       ,TEC     ,300,CAS     ,59,5,2,5,7375.71,-945.0,1924.62,339.0,3390.0,0.0,1
1004,95,33.3,F       ,TEC     ,488,CAS     ,44,41,34,29,86365.95,153619.65,97412.0,846861.91,869925.24,1159895.22,0
1005,265,33.4,M       ,MED     ,580,SOL     ,64,83,69,73,1161483.0,1870407.45,2092375.71,13352301.91,18190246.67,15904330.0,0
1006,131,29.4,F       ,UNV     ,405,SOL     ,40,12,19,17,2275.95,872.4,640.55,0.0,0.0,0.0,1
1007,115,32.4,M       ,MED     ,350,SOL     ,39,12,6,17,11580543.3,12931563.75,14382628.86,30721211.91,15632190.0,16056045.65,0
1008,90,31.9,F       ,UNV     ,1100,CAS     ,65,122,60,63,899148.0,1036176.75,294493.43,1735356.67,2460283.33,1310062.61,0
1009,96,32.8,F       ,TEC     ,500,SOL     ,33,42,24,57,1039046.86,982536.5,712955.62,674487.33,3427924.29,4112810.48,1
1010,291,33.9,M       ,TEC     ,728,CAS     ,43,5,4,6,-28954.86,-4335.65,1337.05,-14225.14,-50128.57,0.0,1
1011,100,30.1,M       ,TEC     ,292,SOL     ,9,35,48,38,87013.05,182535.0,57365.29,19323.43,379398.29,230314.43,0
1012,88,32.3,M       ,TEC     ,1271,SOL     ,104,9,3,14,40952.55,383212.8,9565469.71,4740438.57,3412676.67,206685.22,0
1013,92,34.1,M       ,TEC     ,660,CAS     ,34,45,40,29,6471069.9,4782532.43,1567228.57,2440170.95,7945795.24,9552025.22,0
1014,84,33.3,F       ,TEC     ,467,CAS     ,40,1,4,8,358828.48,210417.6,111598.0,200824.38,64642.86,52659.05,1
1015,5,29.2,M       ,TEC     ,550,SOL     ,18,10,10,22,22717.38,27155.4,39287.75,35130.19,514326.19,0.0,1
1016,93,29.2,F       ,UNV     ,350,CAS     ,56,50,48,50,237869.9,127003.6,436626.0,502704.0,1956062.86,0.0,1
1017,93,30.6,M       ,UNV     ,803,SOL     ,60,115,48,172,5446407.3,1648542.9,5021224.57,6762474.29,5439015.71,11169822.17,0
1018,31,30.1,M       ,UNV     ,669,SOL     ,8,11,8,12,424275.14,333833.65,1079735.2,846653.14,4545756.0,0.0,1
1019,326,25.7,F       ,MED     ,477,CAS     ,15,46,26,60,5516403.33,9124855.0,2634726.6,252119.43,24670.28,0.0,1
1020,13,30.6,F       ,TEC     ,450,SOL     ,5,49,51,65,0.0,25809.0,193063.14,197100.86,152527.81,162259.04,0
1021,66,27.9,M       ,EUN     ,300,SOL     ,55,37,25,89,220359.52,100772.9,56035.95,67148.24,487799.05,0.0,1
1022,92,27.6,F       ,UNV     ,1230,CAS     ,43,52,64,34,3743678.25,2028312.45,1983355.29,11512592.86,13007356.67,56383950.44,0
1023,80,33.1,M       ,TEC     ,627,CAS     ,41,13,27,25,19894.57,38186.8,30669.71,7440.0,289583.33,0.0,1
1024,115,31.0,M       ,UNV     ,650,CAS     ,28,5,6,21,4884.52,10942.0,-13323.1,-3652.71,5114.29,0.0,1
1025,80,28.8,M       ,UNV     ,450,SOL     ,63,11,13,25,580.95,5700.0,237.25,0.0,17861.91,0.0,1
1026,173,32.1,M       ,TEC     ,480,CAS     ,37,37,31,38,665103.0,1291537.8,1628174.29,3277069.05,2945657.62,3917239.57,0
1027,272,33.4,F       ,UNV     ,900,SOL     ,9,95,109,71,113463.75,5916494.0,586499.29,-20422.29,2981705.14,6656594.61,0
